No.;Sentimen;Tweet
151;Positif;b'RT @Merdekasatu1: @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembangunan IKN, Salam Ja\xe2\x80\xa6'
152;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
153;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
154;Positif;b'RT @KathyJo49714916: @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN  #KotaDuniaUntukSemua #IKNSejahterakanI\xe2\x80\xa6'
155;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
156;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
157;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
158;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
159;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
160;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
161;Negatif;b'RT @YogaswaraWahyu: Pak @jokowi proyek IKN itu di batalkan saja, sy sebagai rakyat punya ide. Bagaimana jika di bangun penjara khusus disan\xe2\x80\xa6'
162;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
163;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
164;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
165;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
166;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
167;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
168;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
169;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
170;Negatif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
171;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
172;Positif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
173;Positif;b'RT @Honkidesuyo11: IKN Nusantara disebut kota pertama di dunia terapkan forest city\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi\xe2\x80\xa6'
174;Positif;b'RT @Honkidesuyo11: IKN Nusantara Siap jadi Pusat Ekonomi Masa Depan\n#iknnusantara\n#dukungiknnusantara\n#iknpemerataanekonomi https://t.co/9P\xe2\x80\xa6'
175;Negatif;b'@Tan_Mar3M drpd yg jd buzzer bayaran, mendingan kerja terhormat di IKN\nbrg suami atau isteri'
176;Positif;b'RT @BergetarNusa: @maryshelparaiso Arek Jawa Timur dukung dan sukseskan pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndo\xe2\x80\xa6'
177;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
178;Positif;b'Pemerintah targetkan IKN dihuni 200.000 orang pada 2024\n\nSumatera Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/vG640uxbYt'
179;Positif;b'IKN meningkatkan ekonomi RI #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/O1JVPRMAWG'
180;Positif;b'Dukung IKN Nusantara\n\nSumatera Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lpdRGJn2QP'
181;Negatif;b'@Tan_Mar3M Sebenarnya bingung jg klo di dijadikan IKN. Krna utk kami Kalimantan klo sdh musim kemarau air  bersih a\xe2\x80\xa6 https://t.co/0vdpcDH9cp'
182;Negatif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
183;Positif;b'IKN Nusantara magnet pertumbuhan ekonomi baru dan smart city! Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/C7Wg22ycT7'
184;Positif;b'Jokowi luncurkan jagat Nusantara, Metaverse di IKN\n\nSumatera Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/cY28F17O7W'
185;Positif;b'@KathyJo49714916 @BergetarNusa @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/kDAz9QQjyl'
186;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
187;Positif;b'IKN berikan peluang usaha bagi UMKM #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/3LYCJFojMp'
188;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
189;Positif;b'Kehadiran IKN Nusantara di Kaltim Akan Memajukan UMKM\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/evg8Lp5URO'
190;Positif;b'Jokowi luncurkan jagat nusantara di metaverse di IKN\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/V5n0UqdrcP'
191;Positif;b'Dukung IKN Nusantara Bakal Bawa Indonesia Jadi Negara Maju \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/HY3L68x0rt'
192;Positif;b'IKN jadi representasi bangsa yang unggul\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/39XAvVU8Bk'
193;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/e0E9Ut1uzM'
194;Positif;b'IKN berkonsep ramah lingkungan\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mNarYdJzww'
195;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zeIpmTMmrx'
196;Positif;b'RI - Finlandia siapkan kerja sama kembangkan IKN NUsantara Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/zb4WNIbQhT'
197;Positif;b'Infrastruktur IKN mengusung konsep future smart forest city\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/T2vZTlLRyX'
198;Positif;b'IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan. \n\nSulawesi Tengah\xe2\x80\xa6 https://t.co/n6q0q9qt3s'
199;Positif;b'@laskarcahaya69 Dukung Pembangunan IKN'
200;Positif;b'IKN wujudkan Indonesia sentris\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/lMiqyQlfwE'
201;Positif;b'Siap mengawal pembangunan IKN Nusantara \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/9DYbK2edGH'
202;Positif;b'Masyarakat menanti IKN Nusantara yang tersohor \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/3kerYgbkZs'
203;Positif;b'Warga Balikpapan Mendukung Sepenuhnya Pemindahan dan Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/0NCcsRu0Cu'
204;Positif;b'Dukung dan kawal IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/WFgvyahBAO'
205;Positif;b'Jokowi luncurkan jagat nusantara di metaverse di IKN\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/6I3oTdO0eT'
206;Positif;b'IKN jadi representasi bangsa yang unggul\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/K1D5XPQz2Z'
207;Positif;b'Tak bisa dipungkiri, kehadiran IKN dorong ekonomi bangsa \n\nDKI Jakarta \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Ee7EUMjh8S'
208;Positif;b'PGI Kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/RSYvrSLTiZ'
209;Positif;b'IKN akan tingkatkan kesejahteraan rakyat sekitar #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/itujbKi1eM'
210;Positif;b'IKN berkonsep ramah lingkungan\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2U9fm2oXGe'
211;Negatif;b'IKN Nusantara dengan konsep future smart forest city\n\nSumatera Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/H6bcGchDNc'
212;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/V8NOj1wM1p'
213;Positif;b'Optimis IKN akan wujudkan Indonesia Maju \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/HUm0JoSD4a'
214;Positif;b'Dukung IKN Nusantara Untuk Pemerataan Pembangunan \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/NxngH7Ut67'
215;Negatif;b'Infrastruktur IKN mengusung konsep future smart forest city\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/W8spzq2aqu'
216;Positif;b'IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan. \n\nSulawesi Tengah\xe2\x80\xa6 https://t.co/ea3i6uEPJD'
217;Positif;b'RT @jiwa_tertukar: @maryshelparaiso mahasiswa Jawa Timur dukung penuh IKN, bersama wujudkan smart city\n#KotaDuniaUntukSemua #IKNSejahteraka\xe2\x80\xa6'
218;Positif;b'IKN wujudkan Indonesia sentris\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/MS8vyQT8Rp'
219;Positif;b'Dukung Pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/eGrSIdS4UA'
220;Positif;b'Memajukan bangsa dengan membangun IKN Nusantara\n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/e3ISgTCMr8'
221;Positif;b'@maryshelparaiso mahasiswa Jawa Timur dukung penuh IKN, bersama wujudkan smart city\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zMf7WYDS43'
222;Positif;b'Pembangunan IKN Nusantara untuk meningkatkan perekonomian Indonesia\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/LY9nslj7cR'
223;Positif;b'Masyarakat Kaltim Dukung Pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/znChAm7zyh'
224;Negatif;b'RT @msaid_didu: Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah shg ters\xe2\x80\xa6'
225;Positif;b'Semakin ramai masyarakat mendukung IKN \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wNYvaQ6nLH'
226;Positif;b'IKN Nusantara Mengangkat Kearifan Lokal Kalimantan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/TCMtKIludm'
227;Negatif;b'Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah, kendaraan dan biaya anak sekolah\xe2\x80\xa6 https://t.co/PLA6kbMxkD'
228;Positif;b'Yakin IKN akan membawa banyak dampak Positif\n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/MrTAf1OpKK'
229;Positif;b'PGI Kukar mendukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vAFxFtlSVw'
230;Positif;b'Kehadiran IKN Nusantara di Kaltim Akan Memajukan UMKM\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wLsFLEEbIG'
231;Positif;b'RT @Merdekasatu1: @maryshelparaiso IKN smart city siap bersaing, Jawa Timur dukung terus #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #IK\xe2\x80\xa6'
232;Positif;b'RT @FGelael: @berita_mineral @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
233;Positif;b'Masyarakat antusias dengan kehadiran IKN Nusantara \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/qAG5UeOlas'
234;Positif;b'IKN langkah Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/32iIHkOcu8'
235;Positif;b'IKN Nusantara membuat Indonesia makin maju \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/rHAGE1h14C'
236;Positif;b'@Merdekasatu1 @maryshelparaiso Pakar Jawa Timur juga dukung pengembangan IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/i0B3sUTXZl'
237;Positif;b'Pembangunan IKN Nusantara akan dilakukan secara bertahap \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/0L0L07LXrv'
238;Positif;b'Future smart forest city akan membuat IKN menjadi kota tersohor \n\nDKI Jakarta \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/OObxPXKprz'
239;Positif;b'Berikut manfaat besar pembangunan IKN Nusantara untuk perekonomian Indonesia\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/tsDiC1AJit'
240;Positif;b'pembangunan IKN melibatkan warga lokal #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0nw1OLpbe8'
241;Positif;b'@FGelael @berita_mineral @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/zriLw6fexF'
242;Positif;b'IKN Nusantara menjadi pusat peradaban maju \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1e6nSqfXVO'
243;Positif;b'Memajukan Indonesia dengan IKN Nusantara \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/PETRcNOG5c'
244;Positif;b'Inilah manfaat pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ntowfOtA3N'
245;Positif;b'IKN Nusantara akan jadi kota terpandang \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/QrO2b2CF9S'
246;Positif;b'RT @BergetarNusa: @FGelael @Merdekasatu1 @maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur #Kot\xe2\x80\xa6'
247;Positif;b'@FGelael @Merdekasatu1 @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantar\xe2\x80\xa6 https://t.co/t3PbeuzdZP'
248;Positif;b'IKN Nusantara akan berkonsep Ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/7uJOsPUqs8'
249;Positif;b'IKN akan membawa dampak Positif#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/GW8j9tAwuo'
250;Positif;b'IKN Berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/AaxCiScyis'
251;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/uWFIwqDHkx'
252;Positif;b'IKN dengan konsep future smart forest city\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/2PVKhMKNYJ'
253;Positif;b'Kereen\nIKN akan jadi representasi bangsa\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/TCXsVEiQwY'
254;Positif;b'Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/hX2o4qBlcb'
255;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/CP5i9uK6du'
256;Positif;b'Targetnya tahun 2024 IKN telah dihuni oleh 200.000 orang\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Wdix53Ktyi'
257;Positif;b'IKN Nusantara Kota Dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/BKPpJ7753T'
258;Negatif;b'@zarazettirazr Sales IKN kalik uni...\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
259;Positif;b'kami mendukung pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/RgDE7Hacau'
260;Positif;b'RT @KathyJo49714916: @berita_mineral @FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara #K\xe2\x80\xa6'
261;Positif;b'IKN Berkonsep Hijau dan Ramah Lingkungan \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ETmkKatr85'
262;Negatif;b'RT @Usuludin321: Bener juga yah kenapa sih maksain bangun IKN ada apa sebenarnya? https://t.co/KkwkbVkihA'
263;Negatif;b'RT @Tan_Mar3M: Penduduk sepi. Makin ragu aja investor nanam modal \xf0\x9f\xa4\xa3 https://t.co/OvHL1zxumw'
264;Negatif;b'RT @Usuludin321: Bener juga yah kenapa sih maksain bangun IKN ada apa sebenarnya? https://t.co/KkwkbVkihA'
265;Positif;b'@FGelael @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zNgUv8Ul0C'
266;Positif;b'RT @maryshelparaiso: IKN Berkonsep ramah lingkungan, pasti disana nanti udaranya sangat segar dan sehat. kalau di Jawa Timur seperti kota a\xe2\x80\xa6'
267;Positif;b'RT @maryshelparaiso: Masyarakat Jawa Timur mendukung pembangunan IKN Nusantara karena membawa manfaat besar untuk perekonomian Indonesia #K\xe2\x80\xa6'
268;Positif;b'Manfaat Besar Pembangunan IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/zOX5SLXyGm'
269;Positif;b'RT @maryshelparaiso: Karena membawa banyak manfaat Positif, masyarakat Jawa Timur siap dukung dan Kawal Pemindahan IKN #KotaDuniaUntukSemua\xe2\x80\xa6'
270;Positif;b'RT @KathyJo49714916: @BergetarNusa @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #Ko\xe2\x80\xa6'
271;Positif;b'IKN Bentuk Pemerintah Serius Dalam Mengembangkan Indonesia \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/01Yu4D9EbB'
272;Positif;b'RT @BergetarNusa: @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataan\xe2\x80\xa6'
273;Positif;b'@KathyJo49714916 @BergetarNusa @maryshelparaiso Masyarakat Jawa Timur juga optimis dukung pembangunan IKN\xe2\x80\xa6 https://t.co/eo2tSzoYrR'
274;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
275;Positif;b'@OiCoffe @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pembanguna\xe2\x80\xa6 https://t.co/hqgztK2h06'
276;Positif;b'Pembangunan IKN Untuk Pengembangan Perekonomian Indonesia\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/j2HwA0Ltyu'
277;Negatif;b'RT @BhaktiRah: @_MbakSri_ Apapun masalah nya tuntutannya Jokowi mundur, tahu knp?....agar IKN batal , sebab kalo IKN benar\xc2\xb2 terealisasi , k\xe2\x80\xa6'
278;Positif;b'IKN Sangat Bermanfaat \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lS11h2iX5m'
279;Positif;b'RT @KathyJo49714916: @berita_mineral @OiCoffe @maryshelparaiso Saya asli Jawa Timur juga selalu mendukung pembangunan IKN pak #KotaDuniaUnt\xe2\x80\xa6'
280;Positif;b'@OiCoffe @maryshelparaiso Kami sebagai warga Jawa Timur juga turut mendukung penuh pembangunan IKN.\xe2\x80\xa6 https://t.co/JhHdoj5flO'
281;Negatif;b'Hey! IKN dibangun dari pajak rokok dongs #RESPECT #LEGEND https://t.co/p58XxkY6zA'
282;Positif;b'Ayo dukung Jokowi luncurkan Jagat Nusantara, Metaverse di IKN\n\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/dCqWJg8pVv'
283;Positif;b'IKN berkonsep ramah lingkungan dengan banyaknya riang terbuka hijau\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/vtWLrzIuNv'
284;Positif;b'RT @BhaktiRah: @_MbakSri_ Apapun masalah nya tuntutannya Jokowi mundur, tahu knp?....agar IKN batal , sebab kalo IKN benar\xc2\xb2 terealisasi , k\xe2\x80\xa6'
285;Positif;b'RT @StephanChain2: IKN Nusantara Untuk kesejahteraan masyarakat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKN\xe2\x80\xa6'
286;Positif;b'RT @BergetarNusa: @berita_mineral @OiCoffe @maryshelparaiso Arek Jawa Timur antusias sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
287;Positif;b'RT @Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6'
288;Positif;b'RT @StephanChain2: Indonesia hebat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #Duku\xe2\x80\xa6'
289;Positif;b'RT @StephanChain2: Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKe\xe2\x80\xa6'
290;Positif;b'RT @StephanChain2: Ikn Majukan Indonesia \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan\xe2\x80\xa6'
